bacc,animal,genotype,condition,classifier,cell,trial,equal_bacc_sample,cell_trial,cond
0.515881678119473,17,Tg,Veh,SVM,25.0,600.0,False,c25_t600,Tg-Veh
0.8651519862807175,18,Tg,Veh,SVM,25.0,600.0,False,c25_t600,Tg-Veh
0.7847669748140131,19,Tg,Veh,SVM,25.0,600.0,False,c25_t600,Tg-Veh
0.5594492663360987,20,Tg,Veh,SVM,25.0,600.0,False,c25_t600,Tg-Veh
0.7052705095133407,21,Tg,Veh,SVM,25.0,600.0,False,c25_t600,Tg-Veh
0.5,22,Tg,Veh,SVM,25.0,600.0,False,c25_t600,Tg-Veh
0.5730422302607133,23,Tg,GluA2,SVM,25.0,600.0,False,c25_t600,Tg-GluA2
0.7260004609650985,24,Tg,GluA2,SVM,25.0,600.0,False,c25_t600,Tg-GluA2
0.8457911799587148,25,Tg,GluA2,SVM,25.0,600.0,False,c25_t600,Tg-GluA2
0.6933108953155407,26,Tg,GluA2,SVM,25.0,600.0,False,c25_t600,Tg-GluA2
0.8395373501136678,27,Tg,GluA2,SVM,25.0,600.0,False,c25_t600,Tg-GluA2
0.8890195369592597,28,Tg,GluA2,SVM,25.0,600.0,False,c25_t600,Tg-GluA2
0.8971061854693568,29,Tg,GluA2,SVM,25.0,600.0,False,c25_t600,Tg-GluA2
0.5635848412568139,0,WT,Veh,LDA,25.0,,False,c25,WT-Veh
0.6338689199051182,1,WT,Veh,LDA,25.0,,False,c25,WT-Veh
0.5166007983997307,2,WT,Veh,LDA,25.0,,False,c25,WT-Veh
0.6727248828825856,3,WT,Veh,LDA,25.0,,False,c25,WT-Veh
0.6986288201489497,4,WT,Veh,LDA,25.0,,False,c25,WT-Veh
0.6251871523438457,5,WT,Veh,LDA,25.0,,False,c25,WT-Veh
0.5265040780812497,6,WT,Veh,LDA,25.0,,False,c25,WT-Veh
0.6688877328378038,7,WT,Veh,LDA,25.0,,False,c25,WT-Veh
0.603873823828484,8,WT,Veh,LDA,25.0,,False,c25,WT-Veh
0.6090025769235531,9,WT,Veh,LDA,25.0,,False,c25,WT-Veh
0.6332440597486108,10,WT,GluA2,LDA,25.0,,False,c25,WT-GluA2
0.4991804446978335,11,WT,GluA2,LDA,25.0,,False,c25,WT-GluA2
0.5664722858576943,12,WT,GluA2,LDA,25.0,,False,c25,WT-GluA2
0.5236880988724425,13,WT,GluA2,LDA,25.0,,False,c25,WT-GluA2
0.7536122544961268,14,WT,GluA2,LDA,25.0,,False,c25,WT-GluA2
0.6684572746706774,15,WT,GluA2,LDA,25.0,,False,c25,WT-GluA2
0.6046036992419758,16,WT,GluA2,LDA,25.0,,False,c25,WT-GluA2
0.4997853340202645,17,Tg,Veh,LDA,25.0,,False,c25,Tg-Veh
0.5025252525252525,18,Tg,Veh,LDA,25.0,,False,c25,Tg-Veh
0.5007534317014829,19,Tg,Veh,LDA,25.0,,False,c25,Tg-Veh
0.501759531014795,20,Tg,Veh,LDA,25.0,,False,c25,Tg-Veh
0.626574962886665,21,Tg,Veh,LDA,25.0,,False,c25,Tg-Veh
0.5,22,Tg,Veh,LDA,25.0,,False,c25,Tg-Veh
0.4988794433355245,23,Tg,GluA2,LDA,25.0,,False,c25,Tg-GluA2
0.5221320022362123,24,Tg,GluA2,LDA,25.0,,False,c25,Tg-GluA2
0.5187005483247714,25,Tg,GluA2,LDA,25.0,,False,c25,Tg-GluA2
0.6871594499627375,26,Tg,GluA2,LDA,25.0,,False,c25,Tg-GluA2
0.5542708493246246,27,Tg,GluA2,LDA,25.0,,False,c25,Tg-GluA2
0.6405838692445768,28,Tg,GluA2,LDA,25.0,,False,c25,Tg-GluA2
0.5176233778535569,29,Tg,GluA2,LDA,25.0,,False,c25,Tg-GluA2
0.7384347891249874,0,WT,Veh,NB,25.0,,False,c25,WT-Veh
0.7072484921374207,1,WT,Veh,NB,25.0,,False,c25,WT-Veh
0.6750221922277758,2,WT,Veh,NB,25.0,,False,c25,WT-Veh
0.7326060718384526,3,WT,Veh,NB,25.0,,False,c25,WT-Veh
0.7032062356379802,4,WT,Veh,NB,25.0,,False,c25,WT-Veh
0.6204578646867113,5,WT,Veh,NB,25.0,,False,c25,WT-Veh
0.7435397257611662,6,WT,Veh,NB,25.0,,False,c25,WT-Veh
0.6554687769557874,7,WT,Veh,NB,25.0,,False,c25,WT-Veh
0.6088304198314867,8,WT,Veh,NB,25.0,,False,c25,WT-Veh
0.7493478305672507,9,WT,Veh,NB,25.0,,False,c25,WT-Veh
0.6896664208408536,10,WT,GluA2,NB,25.0,,False,c25,WT-GluA2
0.620272811082268,11,WT,GluA2,NB,25.0,,False,c25,WT-GluA2
0.6856140217236285,12,WT,GluA2,NB,25.0,,False,c25,WT-GluA2
0.7543315115198468,13,WT,GluA2,NB,25.0,,False,c25,WT-GluA2
0.7218482802582431,14,WT,GluA2,NB,25.0,,False,c25,WT-GluA2
0.6873812481164465,15,WT,GluA2,NB,25.0,,False,c25,WT-GluA2
0.6521661927881651,16,WT,GluA2,NB,25.0,,False,c25,WT-GluA2
0.5853082603469002,17,Tg,Veh,NB,25.0,,False,c25,Tg-Veh
0.7695372568973315,18,Tg,Veh,NB,25.0,,False,c25,Tg-Veh
0.6469789598866476,19,Tg,Veh,NB,25.0,,False,c25,Tg-Veh
0.6297538154667324,20,Tg,Veh,NB,25.0,,False,c25,Tg-Veh
0.5972856407126668,21,Tg,Veh,NB,25.0,,False,c25,Tg-Veh
0.5576378952869043,22,Tg,Veh,NB,25.0,,False,c25,Tg-Veh
0.6886998294337938,23,Tg,GluA2,NB,25.0,,False,c25,Tg-GluA2
0.6804701916484142,24,Tg,GluA2,NB,25.0,,False,c25,Tg-GluA2
0.7235354211589866,25,Tg,GluA2,NB,25.0,,False,c25,Tg-GluA2
0.6889132208857062,26,Tg,GluA2,NB,25.0,,False,c25,Tg-GluA2
0.7182833241751974,27,Tg,GluA2,NB,25.0,,False,c25,Tg-GluA2
0.6887319530482452,28,Tg,GluA2,NB,25.0,,False,c25,Tg-GluA2
0.6133158094155536,29,Tg,GluA2,NB,25.0,,False,c25,Tg-GluA2
0.785773601126777,0,WT,Veh,QDA,25.0,,False,c25,WT-Veh
0.7608376570303647,1,WT,Veh,QDA,25.0,,False,c25,WT-Veh
0.7086719708259672,2,WT,Veh,QDA,25.0,,False,c25,WT-Veh
0.7429736305958692,3,WT,Veh,QDA,25.0,,False,c25,WT-Veh
0.7119250742573279,4,WT,Veh,QDA,25.0,,False,c25,WT-Veh
0.6288167438555221,5,WT,Veh,QDA,25.0,,False,c25,WT-Veh
0.8179777757369013,6,WT,Veh,QDA,25.0,,False,c25,WT-Veh
0.6773661701540508,7,WT,Veh,QDA,25.0,,False,c25,WT-Veh
0.6315524859059316,8,WT,Veh,QDA,25.0,,False,c25,WT-Veh
0.776335418352893,9,WT,Veh,QDA,25.0,,False,c25,WT-Veh
0.7078395792497137,10,WT,GluA2,QDA,25.0,,False,c25,WT-GluA2
0.6708573412746548,11,WT,GluA2,QDA,25.0,,False,c25,WT-GluA2
0.7466588059171225,12,WT,GluA2,QDA,25.0,,False,c25,WT-GluA2
0.7952002470399715,13,WT,GluA2,QDA,25.0,,False,c25,WT-GluA2
0.7357052515382253,14,WT,GluA2,QDA,25.0,,False,c25,WT-GluA2
0.714390723857217,15,WT,GluA2,QDA,25.0,,False,c25,WT-GluA2
0.6736807201690175,16,WT,GluA2,QDA,25.0,,False,c25,WT-GluA2
0.8538058105030708,17,Tg,Veh,QDA,25.0,,False,c25,Tg-Veh
0.5,18,Tg,Veh,QDA,25.0,,False,c25,Tg-Veh
0.8089561661390019,19,Tg,Veh,QDA,25.0,,False,c25,Tg-Veh
0.6709800187336172,20,Tg,Veh,QDA,25.0,,False,c25,Tg-Veh
0.6200902731120954,21,Tg,Veh,QDA,25.0,,False,c25,Tg-Veh
0.6081562367418614,22,Tg,Veh,QDA,25.0,,False,c25,Tg-Veh
0.5,23,Tg,Veh,QDA,25.0,,False,c25,Tg-Veh
0.6980682434522443,24,Tg,GluA2,QDA,25.0,,False,c25,Tg-GluA2
0.6932771936792698,25,Tg,GluA2,QDA,25.0,,False,c25,Tg-GluA2
0.738098665007161,26,Tg,GluA2,QDA,25.0,,False,c25,Tg-GluA2
0.700572942068386,27,Tg,GluA2,QDA,25.0,,False,c25,Tg-GluA2
0.7482982446540912,28,Tg,GluA2,QDA,25.0,,False,c25,Tg-GluA2
0.6942912850146947,29,Tg,GluA2,QDA,25.0,,False,c25,Tg-GluA2
0.695881879321777,30,Tg,GluA2,QDA,25.0,,False,c25,Tg-GluA2
0.9195459361022456,0,WT,Veh,NN,25.0,,False,c25,WT-Veh
0.9225688707134504,1,WT,Veh,NN,25.0,,False,c25,WT-Veh
0.6579340611805745,2,WT,Veh,NN,25.0,,False,c25,WT-Veh
0.9537451291976882,3,WT,Veh,NN,25.0,,False,c25,WT-Veh
0.8692245596965634,4,WT,Veh,NN,25.0,,False,c25,WT-Veh
0.7565222744982725,5,WT,Veh,NN,25.0,,False,c25,WT-Veh
0.9616151475910092,6,WT,Veh,NN,25.0,,False,c25,WT-Veh
0.8254628948834217,7,WT,Veh,NN,25.0,,False,c25,WT-Veh
0.7929393674936625,8,WT,Veh,NN,25.0,,False,c25,WT-Veh
0.9195068795632272,9,WT,Veh,NN,25.0,,False,c25,WT-Veh
0.8168206312548114,10,WT,GluA2,NN,25.0,,False,c25,WT-GluA2
0.5,11,WT,GluA2,NN,25.0,,False,c25,WT-GluA2
0.940062113954777,12,WT,GluA2,NN,25.0,,False,c25,WT-GluA2
0.9642311796905024,13,WT,GluA2,NN,25.0,,False,c25,WT-GluA2
0.8131132592497581,14,WT,GluA2,NN,25.0,,False,c25,WT-GluA2
0.7859298909721811,15,WT,GluA2,NN,25.0,,False,c25,WT-GluA2
0.7364287572868016,16,WT,GluA2,NN,25.0,,False,c25,WT-GluA2
0.5419507968236917,17,Tg,Veh,NN,25.0,,False,c25,Tg-Veh
0.8582042439318558,18,Tg,Veh,NN,25.0,,False,c25,Tg-Veh
0.7876623115560031,19,Tg,Veh,NN,25.0,,False,c25,Tg-Veh
0.5836798137199769,20,Tg,Veh,NN,25.0,,False,c25,Tg-Veh
0.7025389075558439,21,Tg,Veh,NN,25.0,,False,c25,Tg-Veh
0.5,22,Tg,Veh,NN,25.0,,False,c25,Tg-Veh
0.6349792941271213,23,Tg,GluA2,NN,25.0,,False,c25,Tg-GluA2
0.7384768993187477,24,Tg,GluA2,NN,25.0,,False,c25,Tg-GluA2
0.8317451325746464,25,Tg,GluA2,NN,25.0,,False,c25,Tg-GluA2
0.7227619525904321,26,Tg,GluA2,NN,25.0,,False,c25,Tg-GluA2
0.84036936450786,27,Tg,GluA2,NN,25.0,,False,c25,Tg-GluA2
0.8871274483978107,28,Tg,GluA2,NN,25.0,,False,c25,Tg-GluA2
0.8969427867765464,29,Tg,GluA2,NN,25.0,,False,c25,Tg-GluA2
0.927607157936732,0,WT,Veh,SVM,25.0,,False,c25,WT-Veh
0.9294149236292224,1,WT,Veh,SVM,25.0,,False,c25,WT-Veh
0.6489346863218963,2,WT,Veh,SVM,25.0,,False,c25,WT-Veh
0.9492991139835908,3,WT,Veh,SVM,25.0,,False,c25,WT-Veh
0.873060370910903,4,WT,Veh,SVM,25.0,,False,c25,WT-Veh
0.773574579136955,5,WT,Veh,SVM,25.0,,False,c25,WT-Veh
0.952116577274954,6,WT,Veh,SVM,25.0,,False,c25,WT-Veh
0.8320906498865313,7,WT,Veh,SVM,25.0,,False,c25,WT-Veh
0.7967132164145069,8,WT,Veh,SVM,25.0,,False,c25,WT-Veh
0.9278638865049442,9,WT,Veh,SVM,25.0,,False,c25,WT-Veh
0.8061936783951456,10,WT,GluA2,SVM,25.0,,False,c25,WT-GluA2
0.5041127877920376,11,WT,GluA2,SVM,25.0,,False,c25,WT-GluA2
0.9470025969363324,12,WT,GluA2,SVM,25.0,,False,c25,WT-GluA2
0.9551387476034244,13,WT,GluA2,SVM,25.0,,False,c25,WT-GluA2
0.8110161421347419,14,WT,GluA2,SVM,25.0,,False,c25,WT-GluA2
0.7916309202255851,15,WT,GluA2,SVM,25.0,,False,c25,WT-GluA2
0.7369036603360368,16,WT,GluA2,SVM,25.0,,False,c25,WT-GluA2
0.516107111617002,17,Tg,Veh,SVM,25.0,,False,c25,Tg-Veh
0.8503052917232021,18,Tg,Veh,SVM,25.0,,False,c25,Tg-Veh
0.7926813117174845,19,Tg,Veh,SVM,25.0,,False,c25,Tg-Veh
0.5630093927078094,20,Tg,Veh,SVM,25.0,,False,c25,Tg-Veh
0.7076021268984898,21,Tg,Veh,SVM,25.0,,False,c25,Tg-Veh
0.5,22,Tg,Veh,SVM,25.0,,False,c25,Tg-Veh
0.5706703920150937,23,Tg,GluA2,SVM,25.0,,False,c25,Tg-GluA2
0.7329833091012582,24,Tg,GluA2,SVM,25.0,,False,c25,Tg-GluA2
0.8407101070825089,25,Tg,GluA2,SVM,25.0,,False,c25,Tg-GluA2
0.6912376804175983,26,Tg,GluA2,SVM,25.0,,False,c25,Tg-GluA2
0.8420977290400817,27,Tg,GluA2,SVM,25.0,,False,c25,Tg-GluA2
0.8914404767128948,28,Tg,GluA2,SVM,25.0,,False,c25,Tg-GluA2
0.8943307757885763,29,Tg,GluA2,SVM,25.0,,False,c25,Tg-GluA2
0.5044851380224734,0,WT,Veh,LDA,10.0,,False,c10,WT-Veh
0.5705718222135109,1,WT,Veh,LDA,10.0,,False,c10,WT-Veh
0.5,2,WT,Veh,LDA,10.0,,False,c10,WT-Veh
0.620869594226931,3,WT,Veh,LDA,10.0,,False,c10,WT-Veh
0.6495068364203025,4,WT,Veh,LDA,10.0,,False,c10,WT-Veh
0.5903864343649685,5,WT,Veh,LDA,10.0,,False,c10,WT-Veh
0.4983768051046681,6,WT,Veh,LDA,10.0,,False,c10,WT-Veh
0.6238172604518443,7,WT,Veh,LDA,10.0,,False,c10,WT-Veh
0.5477691865814263,8,WT,Veh,LDA,10.0,,False,c10,WT-Veh
0.5731365758509751,9,WT,Veh,LDA,10.0,,False,c10,WT-Veh
0.6154758670211734,10,WT,GluA2,LDA,10.0,,False,c10,WT-GluA2
0.4994298745724059,11,WT,GluA2,LDA,10.0,,False,c10,WT-GluA2
0.5182740409724028,12,WT,GluA2,LDA,10.0,,False,c10,WT-GluA2
0.5051029007519221,13,WT,GluA2,LDA,10.0,,False,c10,WT-GluA2
0.6807034441477473,14,WT,GluA2,LDA,10.0,,False,c10,WT-GluA2
0.655946067234291,15,WT,GluA2,LDA,10.0,,False,c10,WT-GluA2
0.5514691778767301,16,WT,GluA2,LDA,10.0,,False,c10,WT-GluA2
0.4997853340202645,17,Tg,Veh,LDA,10.0,,False,c10,Tg-Veh
0.4999067164179104,18,Tg,Veh,LDA,10.0,,False,c10,Tg-Veh
0.5,19,Tg,Veh,LDA,10.0,,False,c10,Tg-Veh
0.4999630040695523,20,Tg,Veh,LDA,10.0,,False,c10,Tg-Veh
0.5865586579757559,21,Tg,Veh,LDA,10.0,,False,c10,Tg-Veh
0.5,22,Tg,Veh,LDA,10.0,,False,c10,Tg-Veh
0.498512572611635,23,Tg,GluA2,LDA,10.0,,False,c10,Tg-GluA2
0.4998236953455571,24,Tg,GluA2,LDA,10.0,,False,c10,Tg-GluA2
0.4804498133150431,25,Tg,GluA2,LDA,10.0,,False,c10,Tg-GluA2
0.6857867873233248,26,Tg,GluA2,LDA,10.0,,False,c10,Tg-GluA2
0.5299199877960266,27,Tg,GluA2,LDA,10.0,,False,c10,Tg-GluA2
0.5978790849726017,28,Tg,GluA2,LDA,10.0,,False,c10,Tg-GluA2
0.498399166429857,29,Tg,GluA2,LDA,10.0,,False,c10,Tg-GluA2
0.6982579507044989,0,WT,Veh,NB,10.0,,False,c10,WT-Veh
0.6333167648438474,1,WT,Veh,NB,10.0,,False,c10,WT-Veh
0.6032823967490338,2,WT,Veh,NB,10.0,,False,c10,WT-Veh
0.6961303918423248,3,WT,Veh,NB,10.0,,False,c10,WT-Veh
0.6445461305109617,4,WT,Veh,NB,10.0,,False,c10,WT-Veh
0.6026582984145654,5,WT,Veh,NB,10.0,,False,c10,WT-Veh
0.6790308068639468,6,WT,Veh,NB,10.0,,False,c10,WT-Veh
0.6092999185970268,7,WT,Veh,NB,10.0,,False,c10,WT-Veh
0.5783414922958037,8,WT,Veh,NB,10.0,,False,c10,WT-Veh
0.6674349108792934,9,WT,Veh,NB,10.0,,False,c10,WT-Veh
0.6644555281696974,10,WT,GluA2,NB,10.0,,False,c10,WT-GluA2
0.6219892525291735,11,WT,GluA2,NB,10.0,,False,c10,WT-GluA2
0.618860245227319,12,WT,GluA2,NB,10.0,,False,c10,WT-GluA2
0.7294220209183309,13,WT,GluA2,NB,10.0,,False,c10,WT-GluA2
0.648491159334103,14,WT,GluA2,NB,10.0,,False,c10,WT-GluA2
0.6790201485061602,15,WT,GluA2,NB,10.0,,False,c10,WT-GluA2
0.6081916820567167,16,WT,GluA2,NB,10.0,,False,c10,WT-GluA2
0.5856303277541166,17,Tg,Veh,NB,10.0,,False,c10,Tg-Veh
0.7056709822101613,18,Tg,Veh,NB,10.0,,False,c10,Tg-Veh
0.5101526143435893,19,Tg,Veh,NB,10.0,,False,c10,Tg-Veh
0.514096970402115,20,Tg,Veh,NB,10.0,,False,c10,Tg-Veh
0.5598846253613966,21,Tg,Veh,NB,10.0,,False,c10,Tg-Veh
0.5593868431366298,22,Tg,Veh,NB,10.0,,False,c10,Tg-Veh
0.683657663336861,23,Tg,GluA2,NB,10.0,,False,c10,Tg-GluA2
0.585771157404119,24,Tg,GluA2,NB,10.0,,False,c10,Tg-GluA2
0.6821449903169302,25,Tg,GluA2,NB,10.0,,False,c10,Tg-GluA2
0.6882657215013834,26,Tg,GluA2,NB,10.0,,False,c10,Tg-GluA2
0.7113794849892288,27,Tg,GluA2,NB,10.0,,False,c10,Tg-GluA2
0.6390759293130469,28,Tg,GluA2,NB,10.0,,False,c10,Tg-GluA2
0.5412451454011556,29,Tg,GluA2,NB,10.0,,False,c10,Tg-GluA2
0.705494709018329,0,WT,Veh,QDA,10.0,,False,c10,WT-Veh
0.6398012637596326,1,WT,Veh,QDA,10.0,,False,c10,WT-Veh
0.5545747795668424,2,WT,Veh,QDA,10.0,,False,c10,WT-Veh
0.7099500350002762,3,WT,Veh,QDA,10.0,,False,c10,WT-Veh
0.6756305050289316,4,WT,Veh,QDA,10.0,,False,c10,WT-Veh
0.6089267686049646,5,WT,Veh,QDA,10.0,,False,c10,WT-Veh
0.7405302535125721,6,WT,Veh,QDA,10.0,,False,c10,WT-Veh
0.627866133110717,7,WT,Veh,QDA,10.0,,False,c10,WT-Veh
0.5960057644043038,8,WT,Veh,QDA,10.0,,False,c10,WT-Veh
0.6834401824843337,9,WT,Veh,QDA,10.0,,False,c10,WT-Veh
0.6768304319418299,10,WT,GluA2,QDA,10.0,,False,c10,WT-GluA2
0.6422628217569568,11,WT,GluA2,QDA,10.0,,False,c10,WT-GluA2
0.6394969556519936,12,WT,GluA2,QDA,10.0,,False,c10,WT-GluA2
0.7517541072905833,13,WT,GluA2,QDA,10.0,,False,c10,WT-GluA2
0.6704015516350081,14,WT,GluA2,QDA,10.0,,False,c10,WT-GluA2
0.7035604675812874,15,WT,GluA2,QDA,10.0,,False,c10,WT-GluA2
0.6211499261284318,16,WT,GluA2,QDA,10.0,,False,c10,WT-GluA2
0.5,17,Tg,Veh,QDA,10.0,,False,c10,Tg-Veh
0.7209807967737072,18,Tg,Veh,QDA,10.0,,False,c10,Tg-Veh
0.5266463993094728,19,Tg,Veh,QDA,10.0,,False,c10,Tg-Veh
0.5230999471866933,20,Tg,Veh,QDA,10.0,,False,c10,Tg-Veh
0.5677121169839545,21,Tg,Veh,QDA,10.0,,False,c10,Tg-Veh
0.5,22,Tg,Veh,QDA,10.0,,False,c10,Tg-Veh
0.6972870318522963,23,Tg,GluA2,QDA,10.0,,False,c10,Tg-GluA2
0.5861446043648659,24,Tg,GluA2,QDA,10.0,,False,c10,Tg-GluA2
0.6970956638497451,25,Tg,GluA2,QDA,10.0,,False,c10,Tg-GluA2
0.7005469789961482,26,Tg,GluA2,QDA,10.0,,False,c10,Tg-GluA2
0.7166093139209209,27,Tg,GluA2,QDA,10.0,,False,c10,Tg-GluA2
0.6586635935190656,28,Tg,GluA2,QDA,10.0,,False,c10,Tg-GluA2
0.5573766221464431,29,Tg,GluA2,QDA,10.0,,False,c10,Tg-GluA2
0.7775714329647591,0,WT,Veh,NN,10.0,,False,c10,WT-Veh
0.7704226487191612,1,WT,Veh,NN,10.0,,False,c10,WT-Veh
0.5389201074017079,2,WT,Veh,NN,10.0,,False,c10,WT-Veh
0.9275293464923104,3,WT,Veh,NN,10.0,,False,c10,WT-Veh
0.808872277396109,4,WT,Veh,NN,10.0,,False,c10,WT-Veh
0.676023119900022,5,WT,Veh,NN,10.0,,False,c10,WT-Veh
0.8987842715322377,6,WT,Veh,NN,10.0,,False,c10,WT-Veh
0.7293854507639339,7,WT,Veh,NN,10.0,,False,c10,WT-Veh
0.6877865302946853,8,WT,Veh,NN,10.0,,False,c10,WT-Veh
0.8449979471232584,9,WT,Veh,NN,10.0,,False,c10,WT-Veh
0.7428505120292921,10,WT,GluA2,NN,10.0,,False,c10,WT-GluA2
0.5,11,WT,GluA2,NN,10.0,,False,c10,WT-GluA2
0.8639144104667273,12,WT,GluA2,NN,10.0,,False,c10,WT-GluA2
0.9318222468423828,13,WT,GluA2,NN,10.0,,False,c10,WT-GluA2
0.7354103942443359,14,WT,GluA2,NN,10.0,,False,c10,WT-GluA2
0.7559749366515796,15,WT,GluA2,NN,10.0,,False,c10,WT-GluA2
0.6627776179931267,16,WT,GluA2,NN,10.0,,False,c10,WT-GluA2
0.5378877469845019,17,Tg,Veh,NN,10.0,,False,c10,Tg-Veh
0.6098649743705714,18,Tg,Veh,NN,10.0,,False,c10,Tg-Veh
0.5733950927429556,19,Tg,Veh,NN,10.0,,False,c10,Tg-Veh
0.5206208396213107,20,Tg,Veh,NN,10.0,,False,c10,Tg-Veh
0.6178038132013816,21,Tg,Veh,NN,10.0,,False,c10,Tg-Veh
0.5,22,Tg,Veh,NN,10.0,,False,c10,Tg-Veh
0.6273411684103936,23,Tg,GluA2,NN,10.0,,False,c10,Tg-GluA2
0.6452366215027172,24,Tg,GluA2,NN,10.0,,False,c10,Tg-GluA2
0.8023262569802895,25,Tg,GluA2,NN,10.0,,False,c10,Tg-GluA2
0.7189541694633708,26,Tg,GluA2,NN,10.0,,False,c10,Tg-GluA2
0.7557293614220646,27,Tg,GluA2,NN,10.0,,False,c10,Tg-GluA2
0.8004772636099038,28,Tg,GluA2,NN,10.0,,False,c10,Tg-GluA2
0.7456261248460737,29,Tg,GluA2,NN,10.0,,False,c10,Tg-GluA2
0.7819966668902578,0,WT,Veh,SVM,10.0,,False,c10,WT-Veh
0.780908704261026,1,WT,Veh,SVM,10.0,,False,c10,WT-Veh
0.5105295542644064,2,WT,Veh,SVM,10.0,,False,c10,WT-Veh
0.895431675917773,3,WT,Veh,SVM,10.0,,False,c10,WT-Veh
0.8072362826643252,4,WT,Veh,SVM,10.0,,False,c10,WT-Veh
0.6814081452620745,5,WT,Veh,SVM,10.0,,False,c10,WT-Veh
0.8672144965053615,6,WT,Veh,SVM,10.0,,False,c10,WT-Veh
0.7470167416736448,7,WT,Veh,SVM,10.0,,False,c10,WT-Veh
0.6996516133546066,8,WT,Veh,SVM,10.0,,False,c10,WT-Veh
0.8378821650464892,9,WT,Veh,SVM,10.0,,False,c10,WT-Veh
0.7422998298626611,10,WT,GluA2,SVM,10.0,,False,c10,WT-GluA2
0.5010638297872341,11,WT,GluA2,SVM,10.0,,False,c10,WT-GluA2
0.845789952549691,12,WT,GluA2,SVM,10.0,,False,c10,WT-GluA2
0.9000929996113368,13,WT,GluA2,SVM,10.0,,False,c10,WT-GluA2
0.7348917314800779,14,WT,GluA2,SVM,10.0,,False,c10,WT-GluA2
0.7676731531318388,15,WT,GluA2,SVM,10.0,,False,c10,WT-GluA2
0.638813481059002,16,WT,GluA2,SVM,10.0,,False,c10,WT-GluA2
0.5165096616572159,17,Tg,Veh,SVM,10.0,,False,c10,Tg-Veh
0.5505333182571989,18,Tg,Veh,SVM,10.0,,False,c10,Tg-Veh
0.557605484325311,19,Tg,Veh,SVM,10.0,,False,c10,Tg-Veh
0.5030832476875642,20,Tg,Veh,SVM,10.0,,False,c10,Tg-Veh
0.632970632253927,21,Tg,Veh,SVM,10.0,,False,c10,Tg-Veh
0.5,22,Tg,Veh,SVM,10.0,,False,c10,Tg-Veh
0.5557942855978069,23,Tg,GluA2,SVM,10.0,,False,c10,Tg-GluA2
0.6229054837935012,24,Tg,GluA2,SVM,10.0,,False,c10,Tg-GluA2
0.8046862674710415,25,Tg,GluA2,SVM,10.0,,False,c10,Tg-GluA2
0.6864227457759707,26,Tg,GluA2,SVM,10.0,,False,c10,Tg-GluA2
0.732884637842449,27,Tg,GluA2,SVM,10.0,,False,c10,Tg-GluA2
0.7989727267992004,28,Tg,GluA2,SVM,10.0,,False,c10,Tg-GluA2
0.6912427773041584,29,Tg,GluA2,SVM,10.0,,False,c10,Tg-GluA2
0.6693344593777345,0,WT,Veh,LDA,100.0,,False,c100,WT-Veh
0.6987533385157437,1,WT,Veh,LDA,100.0,,False,c100,WT-Veh
0.5494140673568089,2,WT,Veh,LDA,100.0,,False,c100,WT-Veh
0.7352705326570464,3,WT,Veh,LDA,100.0,,False,c100,WT-Veh
